propeller_name,blade_name,propeller_brand,number_of_blades,propeller_diameter,propeller_pitch,advanced_ratio_input,rpm_rotation_input,thrust_coefficient_output,power_coefficient_output,efficiency_output,source_volume,single_blade_area,total_blade_area,disc_area,solidity
ance 8.5x6.0 - 2,ance 8.5x6.0,ance,2,8.5,6.0,0.165,4000.0,0.0993,0.0539,0.304,1,,,56.74501730546564,
ance 8.5x6.0 - 2,ance 8.5x6.0,ance,2,8.5,6.0,0.214,4000.0,0.0947,0.0543,0.374,1,,,56.74501730546564,
ance 8.5x6.0 - 2,ance 8.5x6.0,ance,2,8.5,6.0,0.255,4000.0,0.0916,0.0548,0.427,1,,,56.74501730546564,
ance 8.5x6.0 - 2,ance 8.5x6.0,ance,2,8.5,6.0,0.301,4000.0,0.0847,0.054,0.473,1,,,56.74501730546564,
ance 8.5x6.0 - 2,ance 8.5x6.0,ance,2,8.5,6.0,0.34,4000.0,0.0796,0.053,0.511,1,,,56.74501730546564,
ance 8.5x6.0 - 2,ance 8.5x6.0,ance,2,8.5,6.0,0.4,4000.0,0.0718,0.0504,0.57,1,,,56.74501730546564,
ance 8.5x6.0 - 2,ance 8.5x6.0,ance,2,8.5,6.0,0.438,4000.0,0.0659,0.0481,0.602,1,,,56.74501730546564,
ance 8.5x6.0 - 2,ance 8.5x6.0,ance,2,8.5,6.0,0.483,4000.0,0.0583,0.0451,0.625,1,,,56.74501730546564,
ance 8.5x6.0 - 2,ance 8.5x6.0,ance,2,8.5,6.0,0.531,4000.0,0.0497,0.041,0.644,1,,,56.74501730546564,
ance 8.5x6.0 - 2,ance 8.5x6.0,ance,2,8.5,6.0,0.567,4000.0,0.043,0.0372,0.655,1,,,56.74501730546564,
ance 8.5x6.0 - 2,ance 8.5x6.0,ance,2,8.5,6.0,0.615,4000.0,0.0336,0.0318,0.648,1,,,56.74501730546564,
ance 8.5x6.0 - 2,ance 8.5x6.0,ance,2,8.5,6.0,0.664,4000.0,0.0252,0.0265,0.632,1,,,56.74501730546564,
ance 8.5x6.0 - 2,ance 8.5x6.0,ance,2,8.5,6.0,0.705,4000.0,0.0172,0.0217,0.561,1,,,56.74501730546564,
ance 8.5x6.0 - 2,ance 8.5x6.0,ance,2,8.5,6.0,0.753,4000.0,0.0091,0.0162,0.424,1,,,56.74501730546564,
ance 8.5x6.0 - 2,ance 8.5x6.0,ance,2,8.5,6.0,0.79,4000.0,0.0025,0.0118,0.165,1,,,56.74501730546564,
ance 8.5x6.0 - 2,ance 8.5x6.0,ance,2,8.5,6.0,0.134,5004.0,0.1035,0.0523,0.264,1,,,56.74501730546564,
ance 8.5x6.0 - 2,ance 8.5x6.0,ance,2,8.5,6.0,0.169,5004.0,0.1016,0.0536,0.321,1,,,56.74501730546564,
ance 8.5x6.0 - 2,ance 8.5x6.0,ance,2,8.5,6.0,0.205,5004.0,0.0984,0.0538,0.375,1,,,56.74501730546564,
ance 8.5x6.0 - 2,ance 8.5x6.0,ance,2,8.5,6.0,0.239,5004.0,0.0953,0.054,0.422,1,,,56.74501730546564,
ance 8.5x6.0 - 2,ance 8.5x6.0,ance,2,8.5,6.0,0.278,5004.0,0.0909,0.0542,0.466,1,,,56.74501730546564,
ance 8.5x6.0 - 2,ance 8.5x6.0,ance,2,8.5,6.0,0.311,5004.0,0.0872,0.0538,0.503,1,,,56.74501730546564,
ance 8.5x6.0 - 2,ance 8.5x6.0,ance,2,8.5,6.0,0.346,5004.0,0.0823,0.0534,0.534,1,,,56.74501730546564,
ance 8.5x6.0 - 2,ance 8.5x6.0,ance,2,8.5,6.0,0.382,5004.0,0.0765,0.0514,0.569,1,,,56.74501730546564,
ance 8.5x6.0 - 2,ance 8.5x6.0,ance,2,8.5,6.0,0.421,5004.0,0.0711,0.05,0.598,1,,,56.74501730546564,
ance 8.5x6.0 - 2,ance 8.5x6.0,ance,2,8.5,6.0,0.453,5004.0,0.0662,0.0481,0.624,1,,,56.74501730546564,
ance 8.5x6.0 - 2,ance 8.5x6.0,ance,2,8.5,6.0,0.495,5004.0,0.0599,0.0459,0.645,1,,,56.74501730546564,
ance 8.5x6.0 - 2,ance 8.5x6.0,ance,2,8.5,6.0,0.527,5004.0,0.0537,0.0426,0.665,1,,,56.74501730546564,
ance 8.5x6.0 - 2,ance 8.5x6.0,ance,2,8.5,6.0,0.562,5004.0,0.0474,0.0394,0.675,1,,,56.74501730546564,
ance 8.5x6.0 - 2,ance 8.5x6.0,ance,2,8.5,6.0,0.603,5004.0,0.0393,0.0355,0.667,1,,,56.74501730546564,
ance 8.5x6.0 - 2,ance 8.5x6.0,ance,2,8.5,6.0,0.623,5004.0,0.0353,0.0331,0.664,1,,,56.74501730546564,
ance 8.5x6.0 - 2,ance 8.5x6.0,ance,2,8.5,6.0,0.665,5004.0,0.0264,0.0274,0.639,1,,,56.74501730546564,
ance 8.5x6.0 - 2,ance 8.5x6.0,ance,2,8.5,6.0,0.705,5004.0,0.019,0.0226,0.594,1,,,56.74501730546564,
ance 8.5x6.0 - 2,ance 8.5x6.0,ance,2,8.5,6.0,0.108,5986.0,0.1073,0.0516,0.225,1,,,56.74501730546564,
ance 8.5x6.0 - 2,ance 8.5x6.0,ance,2,8.5,6.0,0.138,5986.0,0.1054,0.0521,0.28,1,,,56.74501730546564,
ance 8.5x6.0 - 2,ance 8.5x6.0,ance,2,8.5,6.0,0.169,5986.0,0.1034,0.0524,0.333,1,,,56.74501730546564,
ance 8.5x6.0 - 2,ance 8.5x6.0,ance,2,8.5,6.0,0.2,5986.0,0.1012,0.053,0.381,1,,,56.74501730546564,
ance 8.5x6.0 - 2,ance 8.5x6.0,ance,2,8.5,6.0,0.232,5986.0,0.0985,0.0534,0.427,1,,,56.74501730546564,
ance 8.5x6.0 - 2,ance 8.5x6.0,ance,2,8.5,6.0,0.262,5986.0,0.0954,0.0536,0.466,1,,,56.74501730546564,
ance 8.5x6.0 - 2,ance 8.5x6.0,ance,2,8.5,6.0,0.291,5986.0,0.0919,0.0536,0.499,1,,,56.74501730546564,
ance 8.5x6.0 - 2,ance 8.5x6.0,ance,2,8.5,6.0,0.322,5986.0,0.0885,0.0534,0.533,1,,,56.74501730546564,
ance 8.5x6.0 - 2,ance 8.5x6.0,ance,2,8.5,6.0,0.35,5986.0,0.085,0.0529,0.562,1,,,56.74501730546564,
ance 8.5x6.0 - 2,ance 8.5x6.0,ance,2,8.5,6.0,0.381,5986.0,0.0809,0.0521,0.591,1,,,56.74501730546564,
ance 8.5x6.0 - 2,ance 8.5x6.0,ance,2,8.5,6.0,0.408,5986.0,0.0771,0.0511,0.615,1,,,56.74501730546564,
ance 8.5x6.0 - 2,ance 8.5x6.0,ance,2,8.5,6.0,0.437,5986.0,0.0729,0.0499,0.638,1,,,56.74501730546564,
ance 8.5x6.0 - 2,ance 8.5x6.0,ance,2,8.5,6.0,0.468,5986.0,0.0675,0.0481,0.657,1,,,56.74501730546564,
ance 8.5x6.0 - 2,ance 8.5x6.0,ance,2,8.5,6.0,0.492,5986.0,0.0636,0.0466,0.672,1,,,56.74501730546564,
ance 8.5x6.0 - 2,ance 8.5x6.0,ance,2,8.5,6.0,0.522,5986.0,0.0579,0.0443,0.683,1,,,56.74501730546564,
ance 8.5x6.0 - 2,ance 8.5x6.0,ance,2,8.5,6.0,0.548,5986.0,0.0532,0.0422,0.69,1,,,56.74501730546564,
ance 8.5x6.0 - 2,ance 8.5x6.0,ance,2,8.5,6.0,0.585,5986.0,0.0459,0.0385,0.699,1,,,56.74501730546564,
ance 8.5x6.0 - 2,ance 8.5x6.0,ance,2,8.5,6.0,0.491,6009.0,0.0637,0.0467,0.67,1,,,56.74501730546564,
ance 8.5x6.0 - 2,ance 8.5x6.0,ance,2,8.5,6.0,0.524,6009.0,0.058,0.0444,0.684,1,,,56.74501730546564,
ance 8.5x6.0 - 2,ance 8.5x6.0,ance,2,8.5,6.0,0.557,6009.0,0.0519,0.0416,0.695,1,,,56.74501730546564,
ance 8.5x6.0 - 2,ance 8.5x6.0,ance,2,8.5,6.0,0.578,6009.0,0.0478,0.0393,0.702,1,,,56.74501730546564,
ance 8.5x6.0 - 2,ance 8.5x6.0,ance,2,8.5,6.0,0.612,6009.0,0.0411,0.0359,0.701,1,,,56.74501730546564,
ance 8.5x6.0 - 2,ance 8.5x6.0,ance,2,8.5,6.0,0.633,6009.0,0.0361,0.0337,0.679,1,,,56.74501730546564,
ance 8.5x6.0 - 2,ance 8.5x6.0,ance,2,8.5,6.0,0.669,6009.0,0.0284,0.029,0.655,1,,,56.74501730546564,
ance 8.5x6.0 - 2,ance 8.5x6.0,ance,2,8.5,6.0,0.697,6009.0,0.0224,0.025,0.626,1,,,56.74501730546564,
ance 8.5x6.0 - 2,ance 8.5x6.0,ance,2,8.5,6.0,0.728,6009.0,0.0153,0.0207,0.539,1,,,56.74501730546564,
ance 8.5x6.0 - 2,ance 8.5x6.0,ance,2,8.5,6.0,0.757,6009.0,0.0093,0.0167,0.422,1,,,56.74501730546564,
ance 8.5x6.0 - 2,ance 8.5x6.0,ance,2,8.5,6.0,0.786,6009.0,0.0034,0.0122,0.215,1,,,56.74501730546564,
ance 8.5x6.0 - 2,ance 8.5x6.0,ance,2,8.5,6.0,0.817,6009.0,-0.0023,0.0087,-0.219,1,,,56.74501730546564,
ance 8.5x6.0 - 2,ance 8.5x6.0,ance,2,8.5,6.0,0.096,6928.0,0.109,0.051,0.204,1,,,56.74501730546564,
ance 8.5x6.0 - 2,ance 8.5x6.0,ance,2,8.5,6.0,0.121,6928.0,0.1076,0.0513,0.254,1,,,56.74501730546564,
ance 8.5x6.0 - 2,ance 8.5x6.0,ance,2,8.5,6.0,0.145,6928.0,0.106,0.0517,0.297,1,,,56.74501730546564,
ance 8.5x6.0 - 2,ance 8.5x6.0,ance,2,8.5,6.0,0.169,6928.0,0.1045,0.0521,0.339,1,,,56.74501730546564,
ance 8.5x6.0 - 2,ance 8.5x6.0,ance,2,8.5,6.0,0.197,6928.0,0.1025,0.0525,0.385,1,,,56.74501730546564,
ance 8.5x6.0 - 2,ance 8.5x6.0,ance,2,8.5,6.0,0.224,6928.0,0.1002,0.0527,0.425,1,,,56.74501730546564,
ance 8.5x6.0 - 2,ance 8.5x6.0,ance,2,8.5,6.0,0.25,6928.0,0.098,0.053,0.461,1,,,56.74501730546564,
ance 8.5x6.0 - 2,ance 8.5x6.0,ance,2,8.5,6.0,0.276,6928.0,0.0954,0.0532,0.494,1,,,56.74501730546564,
ance 8.5x6.0 - 2,ance 8.5x6.0,ance,2,8.5,6.0,0.301,6928.0,0.0925,0.053,0.526,1,,,56.74501730546564,
ance 8.5x6.0 - 2,ance 8.5x6.0,ance,2,8.5,6.0,0.326,6928.0,0.0899,0.0529,0.554,1,,,56.74501730546564,
ance 8.5x6.0 - 2,ance 8.5x6.0,ance,2,8.5,6.0,0.352,6928.0,0.0868,0.0526,0.581,1,,,56.74501730546564,
ance 8.5x6.0 - 2,ance 8.5x6.0,ance,2,8.5,6.0,0.377,6928.0,0.0833,0.052,0.604,1,,,56.74501730546564,
ance 8.5x6.0 - 2,ance 8.5x6.0,ance,2,8.5,6.0,0.405,6928.0,0.0793,0.0512,0.628,1,,,56.74501730546564,
ance 8.5x6.0 - 2,ance 8.5x6.0,ance,2,8.5,6.0,0.427,6928.0,0.0762,0.0504,0.646,1,,,56.74501730546564,
ance 8.5x6.0 - 2,ance 8.5x6.0,ance,2,8.5,6.0,0.456,6928.0,0.0716,0.0492,0.664,1,,,56.74501730546564,
ance 8.5x6.0 - 2,ance 8.5x6.0,ance,2,8.5,6.0,0.479,6928.0,0.0674,0.0478,0.676,1,,,56.74501730546564,
ance 8.5x6.0 - 2,ance 8.5x6.0,ance,2,8.5,6.0,0.503,6928.0,0.0637,0.0464,0.691,1,,,56.74501730546564,
ance 8.5x6.0 - 2,ance 8.5x6.0,ance,2,8.5,6.0,0.423,6914.0,0.0765,0.0507,0.639,1,,,56.74501730546564,
ance 8.5x6.0 - 2,ance 8.5x6.0,ance,2,8.5,6.0,0.453,6914.0,0.0721,0.0494,0.662,1,,,56.74501730546564,
ance 8.5x6.0 - 2,ance 8.5x6.0,ance,2,8.5,6.0,0.48,6914.0,0.068,0.0481,0.678,1,,,56.74501730546564,
ance 8.5x6.0 - 2,ance 8.5x6.0,ance,2,8.5,6.0,0.501,6914.0,0.0646,0.047,0.69,1,,,56.74501730546564,
ance 8.5x6.0 - 2,ance 8.5x6.0,ance,2,8.5,6.0,0.535,6914.0,0.0579,0.0443,0.699,1,,,56.74501730546564,
ance 8.5x6.0 - 2,ance 8.5x6.0,ance,2,8.5,6.0,0.556,6914.0,0.0543,0.0427,0.707,1,,,56.74501730546564,
ance 8.5x6.0 - 2,ance 8.5x6.0,ance,2,8.5,6.0,0.578,6914.0,0.0501,0.0408,0.71,1,,,56.74501730546564,
ance 8.5x6.0 - 2,ance 8.5x6.0,ance,2,8.5,6.0,0.611,6914.0,0.0432,0.0373,0.707,1,,,56.74501730546564,
ance 8.5x6.0 - 2,ance 8.5x6.0,ance,2,8.5,6.0,0.635,6914.0,0.0388,0.0349,0.704,1,,,56.74501730546564,
ance 8.5x6.0 - 2,ance 8.5x6.0,ance,2,8.5,6.0,0.664,6914.0,0.0322,0.0316,0.677,1,,,56.74501730546564,
ance 8.5x6.0 - 2,ance 8.5x6.0,ance,2,8.5,6.0,0.684,6914.0,0.0276,0.0284,0.664,1,,,56.74501730546564,
ance 8.5x6.0 - 2,ance 8.5x6.0,ance,2,8.5,6.0,0.707,6914.0,0.0229,0.0257,0.63,1,,,56.74501730546564,
ance 8.5x6.0 - 2,ance 8.5x6.0,ance,2,8.5,6.0,0.735,6914.0,0.016,0.0213,0.554,1,,,56.74501730546564,
ance 8.5x6.0 - 2,ance 8.5x6.0,ance,2,8.5,6.0,0.76,6914.0,0.0106,0.018,0.448,1,,,56.74501730546564,
ance 8.5x6.0 - 2,ance 8.5x6.0,ance,2,8.5,6.0,0.785,6914.0,0.0047,0.0144,0.257,1,,,56.74501730546564,
ance 8.5x6.0 - 2,ance 8.5x6.0,ance,2,8.5,6.0,0.818,6914.0,-0.0019,0.0099,-0.16,1,,,56.74501730546564,
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.5,7.0,0.162,4008.0,0.1128,0.0606,0.301,1,,,56.74501730546564,
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.5,7.0,0.209,4008.0,0.1101,0.0611,0.376,1,,,56.74501730546564,
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.5,7.0,0.253,4008.0,0.1063,0.0613,0.439,1,,,56.74501730546564,
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.5,7.0,0.297,4008.0,0.1014,0.0613,0.492,1,,,56.74501730546564,
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.5,7.0,0.34,4008.0,0.0959,0.0607,0.538,1,,,56.74501730546564,
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.5,7.0,0.389,4008.0,0.0898,0.0597,0.585,1,,,56.74501730546564,
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.5,7.0,0.433,4008.0,0.0838,0.0585,0.619,1,,,56.74501730546564,
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.5,7.0,0.485,4008.0,0.0736,0.0556,0.642,1,,,56.74501730546564,
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.5,7.0,0.518,4008.0,0.0668,0.0529,0.654,1,,,56.74501730546564,
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.5,7.0,0.57,4008.0,0.0562,0.0478,0.671,1,,,56.74501730546564,
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.5,7.0,0.613,4008.0,0.047,0.0428,0.672,1,,,56.74501730546564,
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.5,7.0,0.658,4008.0,0.0373,0.0373,0.659,1,,,56.74501730546564,
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.5,7.0,0.688,4008.0,0.0321,0.0336,0.657,1,,,56.74501730546564,
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.5,7.0,0.75,4008.0,0.0201,0.0271,0.558,1,,,56.74501730546564,
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.5,7.0,0.783,4008.0,0.014,0.024,0.456,1,,,56.74501730546564,
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.5,7.0,0.835,4008.0,0.0053,0.0165,0.269,1,,,56.74501730546564,
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.5,7.0,0.876,4008.0,-0.0029,0.0115,-0.223,1,,,56.74501730546564,
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.5,7.0,0.134,5000.0,0.1133,0.0592,0.256,1,,,56.74501730546564,
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.5,7.0,0.171,5000.0,0.1111,0.0595,0.318,1,,,56.74501730546564,
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.5,7.0,0.204,5000.0,0.1087,0.06,0.37,1,,,56.74501730546564,
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.5,7.0,0.237,5000.0,0.106,0.0602,0.418,1,,,56.74501730546564,
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.5,7.0,0.275,5000.0,0.103,0.0609,0.466,1,,,56.74501730546564,
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.5,7.0,0.314,5000.0,0.0989,0.0605,0.514,1,,,56.74501730546564,
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.5,7.0,0.346,5000.0,0.0952,0.0605,0.545,1,,,56.74501730546564,
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.5,7.0,0.382,5000.0,0.0906,0.0595,0.582,1,,,56.74501730546564,
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.5,7.0,0.416,5000.0,0.0856,0.0583,0.611,1,,,56.74501730546564,
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.5,7.0,0.449,5000.0,0.0812,0.0582,0.627,1,,,56.74501730546564,
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.5,7.0,0.488,5000.0,0.0754,0.0569,0.647,1,,,56.74501730546564,
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.5,7.0,0.52,5000.0,0.0701,0.054,0.675,1,,,56.74501730546564,
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.5,7.0,0.56,5000.0,0.062,0.0505,0.687,1,,,56.74501730546564,
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.5,7.0,0.595,5000.0,0.0542,0.0466,0.692,1,,,56.74501730546564,
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.5,7.0,0.628,5000.0,0.0462,0.0424,0.685,1,,,56.74501730546564,
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.5,7.0,0.665,5000.0,0.0384,0.0381,0.67,1,,,56.74501730546564,
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.5,7.0,0.693,5000.0,0.0326,0.0345,0.655,1,,,56.74501730546564,
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.5,7.0,0.586,5001.0,0.0566,0.0466,0.711,1,,,56.74501730546564,
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.5,7.0,0.627,5001.0,0.0473,0.0419,0.708,1,,,56.74501730546564,
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.5,7.0,0.659,5001.0,0.0402,0.0373,0.712,1,,,56.74501730546564,
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.5,7.0,0.696,5001.0,0.0318,0.0322,0.687,1,,,56.74501730546564,
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.5,7.0,0.73,5001.0,0.0251,0.0279,0.657,1,,,56.74501730546564,
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.5,7.0,0.764,5001.0,0.0183,0.0246,0.568,1,,,56.74501730546564,
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.5,7.0,0.798,5001.0,0.0128,0.0203,0.502,1,,,56.74501730546564,
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.5,7.0,0.841,5001.0,0.0057,0.0157,0.305,1,,,56.74501730546564,
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.5,7.0,0.875,5001.0,-0.0009,0.0103,-0.077,1,,,56.74501730546564,
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.5,7.0,0.109,5998.0,0.1158,0.058,0.218,1,,,56.74501730546564,
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.5,7.0,0.138,5998.0,0.1146,0.0585,0.271,1,,,56.74501730546564,
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.5,7.0,0.17,5998.0,0.1127,0.0591,0.324,1,,,56.74501730546564,
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.5,7.0,0.197,5998.0,0.1109,0.0593,0.369,1,,,56.74501730546564,
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.5,7.0,0.231,5998.0,0.1082,0.0596,0.419,1,,,56.74501730546564,
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.5,7.0,0.258,5998.0,0.1058,0.0601,0.455,1,,,56.74501730546564,
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.5,7.0,0.29,5998.0,0.1026,0.0601,0.495,1,,,56.74501730546564,
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.5,7.0,0.317,5998.0,0.1001,0.0601,0.528,1,,,56.74501730546564,
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.5,7.0,0.348,5998.0,0.0965,0.0597,0.563,1,,,56.74501730546564,
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.5,7.0,0.376,5998.0,0.0929,0.0595,0.587,1,,,56.74501730546564,
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.5,7.0,0.405,5998.0,0.0893,0.0589,0.615,1,,,56.74501730546564,
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.5,7.0,0.433,5998.0,0.0852,0.0583,0.633,1,,,56.74501730546564,
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.5,7.0,0.457,5998.0,0.0818,0.0573,0.652,1,,,56.74501730546564,
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.5,7.0,0.491,5998.0,0.0767,0.0561,0.671,1,,,56.74501730546564,
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.5,7.0,0.523,5998.0,0.0717,0.0543,0.69,1,,,56.74501730546564,
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.5,7.0,0.55,5998.0,0.0669,0.0525,0.701,1,,,56.74501730546564,
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.5,7.0,0.583,5998.0,0.0604,0.0496,0.709,1,,,56.74501730546564,
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.5,7.0,0.483,6009.0,0.0788,0.0561,0.678,1,,,56.74501730546564,
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.5,7.0,0.52,6009.0,0.0725,0.0541,0.697,1,,,56.74501730546564,
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.5,7.0,0.548,6009.0,0.0677,0.0521,0.712,1,,,56.74501730546564,
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.5,7.0,0.581,6009.0,0.0615,0.0495,0.721,1,,,56.74501730546564,
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.5,7.0,0.604,6009.0,0.0567,0.0472,0.724,1,,,56.74501730546564,
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.5,7.0,0.638,6009.0,0.0484,0.0429,0.719,1,,,56.74501730546564,
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.5,7.0,0.66,6009.0,0.0435,0.04,0.716,1,,,56.74501730546564,
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.5,7.0,0.692,6009.0,0.0362,0.0357,0.702,1,,,56.74501730546564,
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.5,7.0,0.719,6009.0,0.0289,0.031,0.67,1,,,56.74501730546564,
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.5,7.0,0.754,6009.0,0.0224,0.0269,0.627,1,,,56.74501730546564,
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.5,7.0,0.79,6009.0,0.0145,0.0221,0.519,1,,,56.74501730546564,
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.5,7.0,0.815,6009.0,0.01,0.0188,0.432,1,,,56.74501730546564,
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.5,7.0,0.844,6009.0,0.0046,0.0148,0.261,1,,,56.74501730546564,
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.5,7.0,0.874,6009.0,-0.0013,0.0108,-0.106,1,,,56.74501730546564,
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.5,7.0,0.096,6800.0,0.1198,0.0579,0.198,1,,,56.74501730546564,
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.5,7.0,0.12,6800.0,0.1184,0.0582,0.245,1,,,56.74501730546564,
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.5,7.0,0.146,6800.0,0.1166,0.0585,0.292,1,,,56.74501730546564,
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.5,7.0,0.172,6800.0,0.115,0.0589,0.336,1,,,56.74501730546564,
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.5,7.0,0.199,6800.0,0.1131,0.0592,0.38,1,,,56.74501730546564,
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.5,7.0,0.227,6800.0,0.1112,0.0598,0.422,1,,,56.74501730546564,
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.5,7.0,0.253,6800.0,0.1086,0.0598,0.459,1,,,56.74501730546564,
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.5,7.0,0.279,6800.0,0.1061,0.0599,0.494,1,,,56.74501730546564,
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.5,7.0,0.306,6800.0,0.1037,0.0601,0.527,1,,,56.74501730546564,
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.5,7.0,0.333,6800.0,0.1009,0.06,0.56,1,,,56.74501730546564,
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.5,7.0,0.356,6800.0,0.0969,0.0593,0.582,1,,,56.74501730546564,
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.5,7.0,0.383,6800.0,0.0953,0.0596,0.612,1,,,56.74501730546564,
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.5,7.0,0.409,6800.0,0.0912,0.059,0.633,1,,,56.74501730546564,
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.5,7.0,0.435,6800.0,0.0878,0.0585,0.652,1,,,56.74501730546564,
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.5,7.0,0.459,6800.0,0.0837,0.0576,0.667,1,,,56.74501730546564,
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.5,7.0,0.483,6800.0,0.08,0.0567,0.682,1,,,56.74501730546564,
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.5,7.0,0.507,6800.0,0.0759,0.0557,0.691,1,,,56.74501730546564,
